Name,Degree,Student,Module,Class,Start Date,End Date,Year,Academic Year
ERP_20854_Enrolment_CSE-740,PhD Computer Science,Brandon Harris,Monetize Plug-And-Play Solutions,CSE-740_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20854_Enrolment_CSE-144,PhD Computer Science,Brandon Harris,Productize Front-End Bandwidth,CSE-144_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20854_Enrolment_CSE-872,PhD Computer Science,Brandon Harris,Orchestrate Viral Channels,CSE-872_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20854_Enrolment_CSE-500,PhD Computer Science,Brandon Harris,Optimize Customized Eyeballs,CSE-500_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20854_Enrolment_CSE-609,PhD Computer Science,Brandon Harris,Expedite Rich Architectures,CSE-609_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20854_Enrolment_CSE-405,PhD Computer Science,Brandon Harris,Leverage Wireless Markets,CSE-405_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20854_Enrolment_CSE-864,PhD Computer Science,Brandon Harris,Transform Value-Added Experiences,CSE-864_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20854_Enrolment_CSE-128,PhD Computer Science,Brandon Harris,Incubate Granular Applications,CSE-128_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20855_Enrolment_CSE-588,PhD Computer Science,Wendy Fuller,Disintermediate Rich Supply-Chains,CSE-588_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20855_Enrolment_CSE-720,PhD Computer Science,Wendy Fuller,Re-Contextualize Extensible Channels,CSE-720_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20855_Enrolment_CSE-740,PhD Computer Science,Wendy Fuller,Monetize Plug-And-Play Solutions,CSE-740_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20855_Enrolment_CSE-144,PhD Computer Science,Wendy Fuller,Productize Front-End Bandwidth,CSE-144_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20855_Enrolment_CSE-872,PhD Computer Science,Wendy Fuller,Orchestrate Viral Channels,CSE-872_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20855_Enrolment_CSE-500,PhD Computer Science,Wendy Fuller,Optimize Customized Eyeballs,CSE-500_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20855_Enrolment_CSE-609,PhD Computer Science,Wendy Fuller,Expedite Rich Architectures,CSE-609_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20855_Enrolment_CSE-405,PhD Computer Science,Wendy Fuller,Leverage Wireless Markets,CSE-405_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20855_Enrolment_CSE-864,PhD Computer Science,Wendy Fuller,Transform Value-Added Experiences,CSE-864_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20855_Enrolment_CSE-128,PhD Computer Science,Wendy Fuller,Incubate Granular Applications,CSE-128_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20856_Enrolment_CSE-588,PhD Computer Science,Andrew Alexander,Disintermediate Rich Supply-Chains,CSE-588_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20856_Enrolment_CSE-720,PhD Computer Science,Andrew Alexander,Re-Contextualize Extensible Channels,CSE-720_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20856_Enrolment_CSE-740,PhD Computer Science,Andrew Alexander,Monetize Plug-And-Play Solutions,CSE-740_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20856_Enrolment_CSE-144,PhD Computer Science,Andrew Alexander,Productize Front-End Bandwidth,CSE-144_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20856_Enrolment_CSE-872,PhD Computer Science,Andrew Alexander,Orchestrate Viral Channels,CSE-872_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20856_Enrolment_CSE-500,PhD Computer Science,Andrew Alexander,Optimize Customized Eyeballs,CSE-500_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20856_Enrolment_CSE-609,PhD Computer Science,Andrew Alexander,Expedite Rich Architectures,CSE-609_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20856_Enrolment_CSE-405,PhD Computer Science,Andrew Alexander,Leverage Wireless Markets,CSE-405_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20856_Enrolment_CSE-864,PhD Computer Science,Andrew Alexander,Transform Value-Added Experiences,CSE-864_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20856_Enrolment_CSE-128,PhD Computer Science,Andrew Alexander,Incubate Granular Applications,CSE-128_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20857_Enrolment_CSE-588,PhD Computer Science,Nancy Williamson,Disintermediate Rich Supply-Chains,CSE-588_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20857_Enrolment_CSE-720,PhD Computer Science,Nancy Williamson,Re-Contextualize Extensible Channels,CSE-720_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20857_Enrolment_CSE-740,PhD Computer Science,Nancy Williamson,Monetize Plug-And-Play Solutions,CSE-740_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20857_Enrolment_CSE-144,PhD Computer Science,Nancy Williamson,Productize Front-End Bandwidth,CSE-144_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20857_Enrolment_CSE-872,PhD Computer Science,Nancy Williamson,Orchestrate Viral Channels,CSE-872_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20857_Enrolment_CSE-500,PhD Computer Science,Nancy Williamson,Optimize Customized Eyeballs,CSE-500_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20857_Enrolment_CSE-609,PhD Computer Science,Nancy Williamson,Expedite Rich Architectures,CSE-609_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20857_Enrolment_CSE-405,PhD Computer Science,Nancy Williamson,Leverage Wireless Markets,CSE-405_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20857_Enrolment_CSE-864,PhD Computer Science,Nancy Williamson,Transform Value-Added Experiences,CSE-864_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20857_Enrolment_CSE-128,PhD Computer Science,Nancy Williamson,Incubate Granular Applications,CSE-128_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20858_Enrolment_CSE-588,PhD Computer Science,Matthew Calderon,Disintermediate Rich Supply-Chains,CSE-588_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20858_Enrolment_CSE-720,PhD Computer Science,Matthew Calderon,Re-Contextualize Extensible Channels,CSE-720_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20858_Enrolment_CSE-740,PhD Computer Science,Matthew Calderon,Monetize Plug-And-Play Solutions,CSE-740_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20858_Enrolment_CSE-144,PhD Computer Science,Matthew Calderon,Productize Front-End Bandwidth,CSE-144_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20858_Enrolment_CSE-872,PhD Computer Science,Matthew Calderon,Orchestrate Viral Channels,CSE-872_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20858_Enrolment_CSE-500,PhD Computer Science,Matthew Calderon,Optimize Customized Eyeballs,CSE-500_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20858_Enrolment_CSE-609,PhD Computer Science,Matthew Calderon,Expedite Rich Architectures,CSE-609_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20858_Enrolment_CSE-405,PhD Computer Science,Matthew Calderon,Leverage Wireless Markets,CSE-405_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20858_Enrolment_CSE-864,PhD Computer Science,Matthew Calderon,Transform Value-Added Experiences,CSE-864_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20858_Enrolment_CSE-128,PhD Computer Science,Matthew Calderon,Incubate Granular Applications,CSE-128_Class_3,08/11/2024,06/03/2024,Junior,2024
ERP_20859_Enrolment_CSE-588,PhD Computer Science,Kevin Richardson,Disintermediate Rich Supply-Chains,CSE-588_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20859_Enrolment_CSE-720,PhD Computer Science,Kevin Richardson,Re-Contextualize Extensible Channels,CSE-720_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20859_Enrolment_CSE-740,PhD Computer Science,Kevin Richardson,Monetize Plug-And-Play Solutions,CSE-740_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20859_Enrolment_CSE-144,PhD Computer Science,Kevin Richardson,Productize Front-End Bandwidth,CSE-144_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20859_Enrolment_CSE-872,PhD Computer Science,Kevin Richardson,Orchestrate Viral Channels,CSE-872_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20859_Enrolment_CSE-500,PhD Computer Science,Kevin Richardson,Optimize Customized Eyeballs,CSE-500_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20859_Enrolment_CSE-609,PhD Computer Science,Kevin Richardson,Expedite Rich Architectures,CSE-609_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20859_Enrolment_CSE-405,PhD Computer Science,Kevin Richardson,Leverage Wireless Markets,CSE-405_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20859_Enrolment_CSE-864,PhD Computer Science,Kevin Richardson,Transform Value-Added Experiences,CSE-864_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20859_Enrolment_CSE-128,PhD Computer Science,Kevin Richardson,Incubate Granular Applications,CSE-128_Class_2,08/11/2024,06/03/2024,Junior,2024
ERP_20860_Enrolment_CSE-702,PhD Computer Science,Stacy Huber,Optimize Sticky Architectures,CSE-702_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20860_Enrolment_CSE-870,PhD Computer Science,Stacy Huber,Cultivate Dot-Com Partnerships,CSE-870_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20860_Enrolment_CSE-292,PhD Computer Science,Stacy Huber,Engineer Web-Enabled Convergence,CSE-292_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20860_Enrolment_CSE-126,PhD Computer Science,Stacy Huber,Exploit World-Class Applications,CSE-126_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20860_Enrolment_CSE-763,PhD Computer Science,Stacy Huber,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20860_Enrolment_CSE-565,PhD Computer Science,Stacy Huber,Optimize End-To-End Supply-Chains,CSE-565_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20860_Enrolment_CSE-616,PhD Computer Science,Stacy Huber,Aggregate Dynamic Roi,CSE-616_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20860_Enrolment_CSE-750,PhD Computer Science,Stacy Huber,Unleash Extensible Metrics,CSE-750_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20860_Enrolment_CSE-610,PhD Computer Science,Stacy Huber,Grow Value-Added E-Tailers,CSE-610_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20860_Enrolment_CSE-737,PhD Computer Science,Stacy Huber,Syndicate Integrated Platforms,CSE-737_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20861_Enrolment_CSE-702,PhD Computer Science,Kyle Rodriguez,Optimize Sticky Architectures,CSE-702_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20861_Enrolment_CSE-870,PhD Computer Science,Kyle Rodriguez,Cultivate Dot-Com Partnerships,CSE-870_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20861_Enrolment_CSE-292,PhD Computer Science,Kyle Rodriguez,Engineer Web-Enabled Convergence,CSE-292_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20861_Enrolment_CSE-126,PhD Computer Science,Kyle Rodriguez,Exploit World-Class Applications,CSE-126_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20861_Enrolment_CSE-763,PhD Computer Science,Kyle Rodriguez,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20861_Enrolment_CSE-565,PhD Computer Science,Kyle Rodriguez,Optimize End-To-End Supply-Chains,CSE-565_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20861_Enrolment_CSE-616,PhD Computer Science,Kyle Rodriguez,Aggregate Dynamic Roi,CSE-616_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20861_Enrolment_CSE-750,PhD Computer Science,Kyle Rodriguez,Unleash Extensible Metrics,CSE-750_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20861_Enrolment_CSE-610,PhD Computer Science,Kyle Rodriguez,Grow Value-Added E-Tailers,CSE-610_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20861_Enrolment_CSE-737,PhD Computer Science,Kyle Rodriguez,Syndicate Integrated Platforms,CSE-737_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20862_Enrolment_CSE-702,PhD Computer Science,Jonathan Burnett,Optimize Sticky Architectures,CSE-702_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20862_Enrolment_CSE-870,PhD Computer Science,Jonathan Burnett,Cultivate Dot-Com Partnerships,CSE-870_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20862_Enrolment_CSE-292,PhD Computer Science,Jonathan Burnett,Engineer Web-Enabled Convergence,CSE-292_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20862_Enrolment_CSE-126,PhD Computer Science,Jonathan Burnett,Exploit World-Class Applications,CSE-126_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20862_Enrolment_CSE-763,PhD Computer Science,Jonathan Burnett,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20862_Enrolment_CSE-565,PhD Computer Science,Jonathan Burnett,Optimize End-To-End Supply-Chains,CSE-565_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20862_Enrolment_CSE-616,PhD Computer Science,Jonathan Burnett,Aggregate Dynamic Roi,CSE-616_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20862_Enrolment_CSE-750,PhD Computer Science,Jonathan Burnett,Unleash Extensible Metrics,CSE-750_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20862_Enrolment_CSE-610,PhD Computer Science,Jonathan Burnett,Grow Value-Added E-Tailers,CSE-610_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20862_Enrolment_CSE-737,PhD Computer Science,Jonathan Burnett,Syndicate Integrated Platforms,CSE-737_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20863_Enrolment_CSE-702,PhD Computer Science,Matthew Lamb,Optimize Sticky Architectures,CSE-702_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20863_Enrolment_CSE-870,PhD Computer Science,Matthew Lamb,Cultivate Dot-Com Partnerships,CSE-870_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20863_Enrolment_CSE-292,PhD Computer Science,Matthew Lamb,Engineer Web-Enabled Convergence,CSE-292_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20863_Enrolment_CSE-126,PhD Computer Science,Matthew Lamb,Exploit World-Class Applications,CSE-126_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20863_Enrolment_CSE-763,PhD Computer Science,Matthew Lamb,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20863_Enrolment_CSE-565,PhD Computer Science,Matthew Lamb,Optimize End-To-End Supply-Chains,CSE-565_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20863_Enrolment_CSE-616,PhD Computer Science,Matthew Lamb,Aggregate Dynamic Roi,CSE-616_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20863_Enrolment_CSE-750,PhD Computer Science,Matthew Lamb,Unleash Extensible Metrics,CSE-750_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20863_Enrolment_CSE-610,PhD Computer Science,Matthew Lamb,Grow Value-Added E-Tailers,CSE-610_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20863_Enrolment_CSE-737,PhD Computer Science,Matthew Lamb,Syndicate Integrated Platforms,CSE-737_Class_1,08/11/2024,06/03/2024,Senior,2024
ERP_20864_Enrolment_CSE-702,PhD Computer Science,Jeffrey Johnson,Optimize Sticky Architectures,CSE-702_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20864_Enrolment_CSE-870,PhD Computer Science,Jeffrey Johnson,Cultivate Dot-Com Partnerships,CSE-870_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20864_Enrolment_CSE-292,PhD Computer Science,Jeffrey Johnson,Engineer Web-Enabled Convergence,CSE-292_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20864_Enrolment_CSE-126,PhD Computer Science,Jeffrey Johnson,Exploit World-Class Applications,CSE-126_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20864_Enrolment_CSE-763,PhD Computer Science,Jeffrey Johnson,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20864_Enrolment_CSE-565,PhD Computer Science,Jeffrey Johnson,Optimize End-To-End Supply-Chains,CSE-565_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20864_Enrolment_CSE-616,PhD Computer Science,Jeffrey Johnson,Aggregate Dynamic Roi,CSE-616_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20864_Enrolment_CSE-750,PhD Computer Science,Jeffrey Johnson,Unleash Extensible Metrics,CSE-750_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20864_Enrolment_CSE-610,PhD Computer Science,Jeffrey Johnson,Grow Value-Added E-Tailers,CSE-610_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20864_Enrolment_CSE-737,PhD Computer Science,Jeffrey Johnson,Syndicate Integrated Platforms,CSE-737_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20865_Enrolment_CSE-702,PhD Computer Science,Jeremy Jones,Optimize Sticky Architectures,CSE-702_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20865_Enrolment_CSE-870,PhD Computer Science,Jeremy Jones,Cultivate Dot-Com Partnerships,CSE-870_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20865_Enrolment_CSE-292,PhD Computer Science,Jeremy Jones,Engineer Web-Enabled Convergence,CSE-292_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20865_Enrolment_CSE-126,PhD Computer Science,Jeremy Jones,Exploit World-Class Applications,CSE-126_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20865_Enrolment_CSE-763,PhD Computer Science,Jeremy Jones,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20865_Enrolment_CSE-565,PhD Computer Science,Jeremy Jones,Optimize End-To-End Supply-Chains,CSE-565_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20865_Enrolment_CSE-616,PhD Computer Science,Jeremy Jones,Aggregate Dynamic Roi,CSE-616_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20865_Enrolment_CSE-750,PhD Computer Science,Jeremy Jones,Unleash Extensible Metrics,CSE-750_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20865_Enrolment_CSE-610,PhD Computer Science,Jeremy Jones,Grow Value-Added E-Tailers,CSE-610_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20865_Enrolment_CSE-737,PhD Computer Science,Jeremy Jones,Syndicate Integrated Platforms,CSE-737_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20866_Enrolment_CSE-702,PhD Computer Science,Alexandra Gutierrez,Optimize Sticky Architectures,CSE-702_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20866_Enrolment_CSE-870,PhD Computer Science,Alexandra Gutierrez,Cultivate Dot-Com Partnerships,CSE-870_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20866_Enrolment_CSE-292,PhD Computer Science,Alexandra Gutierrez,Engineer Web-Enabled Convergence,CSE-292_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20866_Enrolment_CSE-126,PhD Computer Science,Alexandra Gutierrez,Exploit World-Class Applications,CSE-126_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20866_Enrolment_CSE-763,PhD Computer Science,Alexandra Gutierrez,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20866_Enrolment_CSE-565,PhD Computer Science,Alexandra Gutierrez,Optimize End-To-End Supply-Chains,CSE-565_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20866_Enrolment_CSE-616,PhD Computer Science,Alexandra Gutierrez,Aggregate Dynamic Roi,CSE-616_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20866_Enrolment_CSE-750,PhD Computer Science,Alexandra Gutierrez,Unleash Extensible Metrics,CSE-750_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20866_Enrolment_CSE-610,PhD Computer Science,Alexandra Gutierrez,Grow Value-Added E-Tailers,CSE-610_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20866_Enrolment_CSE-737,PhD Computer Science,Alexandra Gutierrez,Syndicate Integrated Platforms,CSE-737_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20867_Enrolment_CSE-702,PhD Computer Science,Robert Villa,Optimize Sticky Architectures,CSE-702_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20867_Enrolment_CSE-870,PhD Computer Science,Robert Villa,Cultivate Dot-Com Partnerships,CSE-870_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20867_Enrolment_CSE-292,PhD Computer Science,Robert Villa,Engineer Web-Enabled Convergence,CSE-292_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20867_Enrolment_CSE-126,PhD Computer Science,Robert Villa,Exploit World-Class Applications,CSE-126_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20867_Enrolment_CSE-763,PhD Computer Science,Robert Villa,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20867_Enrolment_CSE-565,PhD Computer Science,Robert Villa,Optimize End-To-End Supply-Chains,CSE-565_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20867_Enrolment_CSE-616,PhD Computer Science,Robert Villa,Aggregate Dynamic Roi,CSE-616_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20867_Enrolment_CSE-750,PhD Computer Science,Robert Villa,Unleash Extensible Metrics,CSE-750_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20867_Enrolment_CSE-610,PhD Computer Science,Robert Villa,Grow Value-Added E-Tailers,CSE-610_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20867_Enrolment_CSE-737,PhD Computer Science,Robert Villa,Syndicate Integrated Platforms,CSE-737_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20868_Enrolment_CSE-702,PhD Computer Science,Amanda Coleman,Optimize Sticky Architectures,CSE-702_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20868_Enrolment_CSE-870,PhD Computer Science,Amanda Coleman,Cultivate Dot-Com Partnerships,CSE-870_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20868_Enrolment_CSE-292,PhD Computer Science,Amanda Coleman,Engineer Web-Enabled Convergence,CSE-292_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20868_Enrolment_CSE-126,PhD Computer Science,Amanda Coleman,Exploit World-Class Applications,CSE-126_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20868_Enrolment_CSE-763,PhD Computer Science,Amanda Coleman,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20868_Enrolment_CSE-565,PhD Computer Science,Amanda Coleman,Optimize End-To-End Supply-Chains,CSE-565_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20868_Enrolment_CSE-616,PhD Computer Science,Amanda Coleman,Aggregate Dynamic Roi,CSE-616_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20868_Enrolment_CSE-750,PhD Computer Science,Amanda Coleman,Unleash Extensible Metrics,CSE-750_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20868_Enrolment_CSE-610,PhD Computer Science,Amanda Coleman,Grow Value-Added E-Tailers,CSE-610_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20868_Enrolment_CSE-737,PhD Computer Science,Amanda Coleman,Syndicate Integrated Platforms,CSE-737_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20869_Enrolment_CSE-702,PhD Computer Science,Edward Blanchard,Optimize Sticky Architectures,CSE-702_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20869_Enrolment_CSE-870,PhD Computer Science,Edward Blanchard,Cultivate Dot-Com Partnerships,CSE-870_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20869_Enrolment_CSE-292,PhD Computer Science,Edward Blanchard,Engineer Web-Enabled Convergence,CSE-292_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20869_Enrolment_CSE-126,PhD Computer Science,Edward Blanchard,Exploit World-Class Applications,CSE-126_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20869_Enrolment_CSE-763,PhD Computer Science,Edward Blanchard,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20869_Enrolment_CSE-565,PhD Computer Science,Edward Blanchard,Optimize End-To-End Supply-Chains,CSE-565_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20869_Enrolment_CSE-616,PhD Computer Science,Edward Blanchard,Aggregate Dynamic Roi,CSE-616_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20869_Enrolment_CSE-750,PhD Computer Science,Edward Blanchard,Unleash Extensible Metrics,CSE-750_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20869_Enrolment_CSE-610,PhD Computer Science,Edward Blanchard,Grow Value-Added E-Tailers,CSE-610_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20869_Enrolment_CSE-737,PhD Computer Science,Edward Blanchard,Syndicate Integrated Platforms,CSE-737_Class_3,08/11/2024,06/03/2024,Senior,2024
ERP_20870_Enrolment_CSE-702,PhD Computer Science,Christopher Mccoy,Optimize Sticky Architectures,CSE-702_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20870_Enrolment_CSE-870,PhD Computer Science,Christopher Mccoy,Cultivate Dot-Com Partnerships,CSE-870_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20870_Enrolment_CSE-292,PhD Computer Science,Christopher Mccoy,Engineer Web-Enabled Convergence,CSE-292_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20870_Enrolment_CSE-126,PhD Computer Science,Christopher Mccoy,Exploit World-Class Applications,CSE-126_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20870_Enrolment_CSE-763,PhD Computer Science,Christopher Mccoy,Evolve Bricks-And-Clicks Schemas,CSE-763_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20870_Enrolment_CSE-565,PhD Computer Science,Christopher Mccoy,Optimize End-To-End Supply-Chains,CSE-565_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20870_Enrolment_CSE-616,PhD Computer Science,Christopher Mccoy,Aggregate Dynamic Roi,CSE-616_Class_2,08/11/2024,06/03/2024,Senior,2024
ERP_20870_Enrolment_CSE-750,PhD Computer Science,Christopher Mccoy,Unleash Extensible Metrics,CSE-750_Class_2,08/11/2024,06/03/2024,Senior,2024
